Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH,Plunge P,Plunge S,Ratio1,Ratio2,Ratio3,Sum
0,0,50,0.940459101536,1.24972077563,0.800115875884,0.640235716242,0.752535382206,1.17540362575,36.4805791025,38.533788151,0.0362125274342,0.0306453477291,0.00158715781601,0.0684450329794
0,0,70,0.942661339274,1.2526471998,0.742106838822,0.592430844804,0.752535382206,1.27025017148,36.4805791025,38.533788151,0.0242271885532,0.0306453477291,3.2877231117e-06,0.0548758240054
0,5,50,0.89618300501,2.01462433963,0.715416809082,0.355111766998,0.444838765909,1.25267255904,36.4805791025,38.533788151,0.00144119293006,0.00265328966075,7.39026349053e-05,0.00416838522571
0,5,70,0.877331330695,2.0995001069,0.90983152936,0.433356267223,0.417876297225,0.964278882831,36.4805791025,38.533788151,0.000884624405854,0.00551191687045,0.0191763868865,0.0255729281628
0,10,50,0.83195564023,2.73050500025,0.667585027287,0.244491413576,0.304689293795,1.24621674577,36.4805791025,38.533788151,0.019431543583,0.0303840896715,0.000123596055218,0.0499392293097
0,60,-80,0.819530793447,3.1866494925,0.822415433194,0.25808154776,0.257176321204,0.996492478582,36.4805791025,38.533788151,0.0160311700642,0.0476733568524,0.014896768063,0.0786012949795
0,65,-70,0.937593047255,2.00161621727,0.886790042489,0.443036999219,0.468417991004,1.05728865045,36.4805791025,38.533788151,0.00143367687057,0.00102395695016,0.00854811108237,0.0110057449031
0,70,-90,0.880563399171,2.27604414013,0.704591741766,0.309568575294,0.386883269813,1.24974981535,36.4805791025,38.533788151,0.00623665237569,0.010183976447,9.47877625125e-05,0.0165154165852
0,70,90,0.880563399171,2.27604414013,0.704591741766,0.309568575294,0.386883269813,1.24974981535,36.4805791025,38.533788151,0.00623665237569,0.010183976447,9.47877625125e-05,0.0165154165852
0,80,-40,0.877463850033,1.4762734482,0.886419126868,0.600443723993,0.594377587095,0.989897243229,36.4805791025,38.533788151,0.0261020223741,0.00438395794116,0.0157182531405,0.0462042334557
0,85,-60,0.937820138832,1.42302561498,0.574204017637,0.403509263357,0.65903250719,1.63325248523,36.4805791025,38.533788151,1.88654511745e-05,0.0126866713903,0.0133879150223,0.0260934518638
0,85,-40,0.831848769455,2.01311302245,0.418311301444,0.207793251934,0.413215135057,1.98858784495,36.4805791025,38.533788151,0.0303828545646,0.00611791207134,0.0396655754218,0.0761663420577
0,85,-30,0.739937783135,2.22048531711,0.90306123198,0.406695430509,0.333232459334,0.819366125941,36.4805791025,38.533788151,5.01326321459e-05,0.0220237139405,0.0480728115876,0.0701466581602
5,0,60,0.951894448776,1.26491653587,0.416368325115,0.329166639307,0.752535382206,2.28618362963,36.4805791025,38.533788151,0.00374405050588,0.0306453477291,0.0638914771378,0.0982808753728
5,5,50,0.878637586087,1.99980979782,1.1406167759,0.570362630058,0.439360576713,0.770317958364,36.4805791025,38.533788151,0.0193648623007,0.00314638139746,0.0621581403878,0.084669384086
5,5,70,0.890229650686,2.13617147456,0.486260744254,0.227631887254,0.416740725773,1.83076602668,36.4805791025,38.533788151,0.0241387203394,0.00565645855362,0.0272800212995,0.0570752001925
5,10,70,0.803682816513,2.94658071933,0.567165216244,0.192482497602,0.272750992783,1.41701711158,36.4805791025,38.533788151,0.035731451426,0.0415301709167,0.00255593547573,0.0798175578184
5,65,-80,0.888922897457,2.71211256723,0.499016532727,0.183995509167,0.327760325363,1.78134959297,36.4805791025,38.533788151,0.0388973687647,0.0235122856369,0.0235838754865,0.0859935298882
