Exit Angle,Plunge,Azimuth,Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH
5,85,180,90,80,90,0.173648177667,7.39447729594,4.04028629627e-16,5.46392413496e-17,0.0234834959548,4.29791764577e+14
5,85,190,90,80,90,0.176205526519,7.28219003314,1.25882791789,0.172863920354,0.024196776755,0.139975864861
5,85,200,90,80,90,0.183792800676,6.9493466898,2.47595334199,0.356285770808,0.0264474933947,0.0742311244557
5,85,210,90,80,90,0.196159111289,6.4078073313,3.61135744816,0.563587083918,0.0306125170666,0.0543172793348
5,85,220,90,80,90,0.212897531108,5.67670259276,4.62828735081,0.815312635316,0.0375037317226,0.0459992033707
5,85,230,90,80,90,0.233461219908,4.78152961084,5.4946447113,1.14913953452,0.0488256350809,0.0424888654634
5,85,240,90,80,90,0.257184653685,3.75298134126,6.18410569962,1.64778482419,0.0685280928144,0.0415880106481
5,85,250,90,80,90,0.2833087561,2.62559259186,6.67692083068,2.54301480412,0.107902786204,0.0424310491743
5,85,260,90,80,90,0.311008576359,1.43629473504,6.96037037247,4.84605993649,0.216535345269,0.0446827625135
5,85,270,90,80,90,0.33942211608,0.222970773188,7.02887893809,31.5237680598,1.5222717813,0.0482896517452
5,85,280,90,80,90,0.367678975586,0.97690640569,6.88381857396,7.04654871118,0.3763707285,0.0534120665203
5,85,290,90,80,90,0.394927653148,2.12748579408,6.53305051035,3.07078455167,0.185631158736,0.0604507270413
5,85,300,90,80,90,0.420360564851,3.19555440829,5.9902697414,1.87456352671,0.131545425658,0.0701738958342
5,85,310,90,80,90,0.443236127702,4.15133575972,5.27422259246,1.27048807847,0.106769520308,0.0840381913983
5,85,320,90,80,90,0.462897531108,4.96907180476,4.40786523197,0.887060079861,0.0931557339671,0.105016262238
5,85,330,90,80,90,0.478788080001,5.62740962514,3.41752148993,0.607299222481,0.0850814338913,0.140098045151
5,85,340,90,80,90,0.490463199902,6.10962884846,2.33208302166,0.381706168984,0.0802770859029,0.210311209055
5,85,350,90,80,90,0.497599331362,6.40375372336,1.18227611939,0.184622359082,0.0777043204437,0.420882502152
